Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Gene Biotype	Transcript count
ENSDARG00000095637	BX005294.5	14	2950890	2957010	protein_coding	1
ENSDARG00000092017	BX537137.1	5	54234774	54239548	protein_coding	1
ENSDARG00000063430	THBS1 (2 of 3)	17	507056	521798	protein_coding	1
ENSDARG00000017740	sec63	20	32540629	32560854	protein_coding	4
ENSDARG00000078908	fbxo41	1	42049131	42138019	protein_coding	2
ENSDARG00000002877	reps1	20	39247944	39284589	protein_coding	3
ENSDARG00000091797	ugt2b5	5	9845438	9850841	protein_coding	1
ENSDARG00000026548	cyp2u1	1	50430485	50439123	protein_coding	1
ENSDARG00000071084	wipf1	6	10692093	10720493	protein_coding	2
ENSDARG00000029472	mllt4	20	43151895	43377812	protein_coding	2
ENSDARG00000040099	tbcd	3	49394281	49489234	protein_coding	5
ENSDARG00000017365	slc23a2	8	44981986	45025401	processed_transcript	2
ENSDARG00000036831	rnf41	23	32547393	32572787	protein_coding	2
ENSDARG00000062021	CCDC181	8	19141484	19147170	protein_coding	1
ENSDARG00000096699	si:dkey-14a7.5	20	43377645	43421083	antisense	2
ENSDARG00000087327	cbx8a	3	18389466	18391395	protein_coding	1
ENSDARG00000016904	bckdk	5	64571037	64616629	protein_coding	1
ENSDARG00000095115	zgc:171759	7	6821749	6822388	protein_coding	1
ENSDARG00000075969	BX004785.5	3	7134945	7139066	protein_coding	1
ENSDARG00000005959	echdc1	16	6495161	6506141	protein_coding	1
ENSDARG00000092586	si:dkey-238o14.6	4	37605731	37611016	protein_coding	2
ENSDARG00000045665	FAT4	14	389579	456589	protein_coding	3
ENSDARG00000088165	si:dkey-206f10.5	20	43690124	43695257	protein_coding	2
ENSDARG00000088099	CARD10	3	3202776	3225050	protein_coding	1
ENSDARG00000008370	csnk1da	3	36172321	36209462	protein_coding	1
ENSDARG00000074971	CU638740.1	14	4329760	4340102	protein_coding	1
ENSDARG00000004647	spice1	24	21938647	21952043	protein_coding	1
ENSDARG00000069937	dnm2a	3	48319132	48393949	protein_coding	2
ENSDARG00000092111	si:ch211-232d10.2	4	61510933	61813255	protein_coding	2
ENSDARG00000060927	si:ch211-136a13.1	18	48077005	48096859	protein_coding	1
ENSDARG00000037746	actb1	1	7725183	7728816	protein_coding	6
ENSDARG00000097091	zgc:173619	4	50314575	50322782	protein_coding	1
ENSDARG00000090025	CU655827.1	10	8739438	8741116	protein_coding	1
ENSDARG00000094917	BX324155.2	Zv9_scaffold3503	781205	788243	protein_coding	1
ENSDARG00000060068	fam98b	17	53160227	53165070	protein_coding	1
ENSDARG00000017864	txnrd1	6	1367461	1393833	protein_coding	2
ENSDARG00000090873	si:ch211-122l24.4	2	39984417	39985381	processed_transcript	2
ENSDARG00000088246	thoc1	2	2923616	2941632	protein_coding	1
ENSDARG00000011144	c1r	16	34168148	34180684	protein_coding	1
ENSDARG00000056467	tmub2	3	19900116	19908821	protein_coding	1
ENSDARG00000087798	pdyn	23	42070198	42072785	protein_coding	2
ENSDARG00000074726	nrde2	17	26560338	26592362	protein_coding	2
ENSDARG00000097356	si:ch211-1i11.3	16	39614361	39618496	processed_transcript	1
ENSDARG00000041011	GEMIN7	18	47502322	47502711	protein_coding	1
ENSDARG00000087454	BX321875.5	3	2892013	2895371	protein_coding	1
ENSDARG00000091579	si:ch211-66e2.5	3	46495563	46511719	protein_coding	1
ENSDARG00000087521	CABZ01019476.1	Zv9_NA51	35483	36223	protein_coding	1
ENSDARG00000069508	ftr46	3	5174434	5176166	protein_coding	1
ENSDARG00000083046	AC024175.19	MT	3726	3802	Mt_tRNA	1
ENSDARG00000087250	lama2	20	1769023	1861243	protein_coding	1
ENSDARG00000006005	nudcd3	10	46287506	46297986	protein_coding	1
ENSDARG00000090180	mtf1	16	5124785	5155530	protein_coding	2
ENSDARG00000076763	sp2	11	12118457	12142835	protein_coding	1
ENSDARG00000018109	mafga	3	56267018	56283270	protein_coding	2
ENSDARG00000021866	upk1a	16	47603449	47615832	protein_coding	1
ENSDARG00000086525	EML4 (2 of 2)	13	2354411	2372779	protein_coding	1
ENSDARG00000021997	C20H6orf165	20	2677256	2696774	protein_coding	2
ENSDARG00000077557	nitr5	7	18359623	18362630	protein_coding	3
ENSDARG00000079777	map6d1	2	44759069	44782052	protein_coding	1
ENSDARG00000040860	btr26	19	4855762	4867390	protein_coding	5
ENSDARG00000089724	CR548630.2	11	26210653	26225266	protein_coding	1
ENSDARG00000010794	tfeb	11	23121290	23145334	protein_coding	1
ENSDARG00000014657	zgc:171731	7	20757858	20762495	protein_coding	1
ENSDARG00000027738	si:ch211-13c6.2	19	43583240	43604802	protein_coding	2
ENSDARG00000081322	RNF125	20	6582578	6595777	protein_coding	1
ENSDARG00000070286	si:ch211-113a14.19	25	37377991	37378377	protein_coding	1
ENSDARG00000090703	pdgfra	20	24309906	24316052	protein_coding	1
ENSDARG00000041839	tsc22d2	22	38090550	38148913	protein_coding	4
ENSDARG00000058857	C18H19orf12 (1 of 3)	18	12602011	12610809	protein_coding	2
ENSDARG00000095331	si:dkey-26m3.1	8	41013200	41014105	protein_coding	1
ENSDARG00000088170	si:dkey-54f18.1	4	54459139	54474564	protein_coding	2
ENSDARG00000030340	guk1a	2	3425900	3444870	protein_coding	1
ENSDARG00000069201	taar13e	20	46147295	46153044	protein_coding	2
ENSDARG00000056998	kirrelb	2	44023127	44100277	protein_coding	2
ENSDARG00000059348	rxfp3.3b	25	1407567	1408790	protein_coding	2
ENSDARG00000089544	ANPEP (4 of 7)	25	11045567	11047174	protein_coding	1
ENSDARG00000031848	pparg	11	600187	629201	protein_coding	1
ENSDARG00000063732	pde11a	9	1493865	1563045	protein_coding	2
ENSDARG00000097939	si:dkey-197j19.4	6	39974479	39980309	processed_transcript	1
ENSDARG00000057473	CT027674.1	13	20002255	20006733	protein_coding	1
ENSDARG00000055334	CR450686.1	22	8726009	8727373	protein_coding	1
ENSDARG00000071725	zgc:174919	22	1980186	1987356	protein_coding	1
ENSDARG00000089192	SLC7A13	17	50055605	50068229	protein_coding	1
ENSDARG00000053558	rtkn2a	17	43655681	43668157	protein_coding	2
ENSDARG00000016793	crybb1l2	1	44895139	44902395	protein_coding	2
ENSDARG00000040778	ralba	9	37948566	37976697	protein_coding	1
ENSDARG00000097981	si:dkey-64i20.1	19	43032097	43041288	lincRNA	1
ENSDARG00000094699	si:dkeyp-104b3.2	2	51963213	51966978	protein_coding	1
ENSDARG00000079270	si:ch211-215e19.7	2	52196883	52197526	protein_coding	1
ENSDARG00000032169	trim35-36	22	39889211	39897762	protein_coding	3
ENSDARG00000091537	reep5	10	8592686	8614404	protein_coding	1
ENSDARG00000088984	azi1	12	37774790	37818326	protein_coding	2
ENSDARG00000051760	igl4v10	25	38266167	38267320	protein_coding	2
ENSDARG00000012390	kcnk5b	20	9401506	9417029	protein_coding	1
ENSDARG00000096570	CD22 (6 of 6)	1	57779906	57782474	protein_coding	1
ENSDARG00000097704	CCDC36	6	40645675	40647912	protein_coding	1
ENSDARG00000018923	fat2	14	27112887	27181603	protein_coding	1
ENSDARG00000044199	gnat1	6	42850343	42861712	protein_coding	1
ENSDARG00000091029	phox2bb	14	14897680	14900802	protein_coding	1
ENSDARG00000077318	C24H17orf96	24	17685854	17688217	protein_coding	2
ENSDARG00000058430	prpf3	16	10974184	10995156	protein_coding	3
ENSDARG00000005343	ccdc85al	6	6653740	6692636	protein_coding	2
ENSDARG00000087747	CT583728.8	4	43924073	43924491	pseudogene	1
ENSDARG00000054153	ftr50	3	5122196	5124262	protein_coding	1
ENSDARG00000087091	CR762475.2	4	44270710	44272169	protein_coding	1
ENSDARG00000095863	zgc:161979	16	48978543	48981385	protein_coding	1
ENSDARG00000096789	si:ch211-169j21.4	20	34158522	34172204	antisense	1
ENSDARG00000070822	cnp	3	17376816	17381225	protein_coding	1
ENSDARG00000070731	CU467889.1	16	10922696	10925211	protein_coding	1
ENSDARG00000073747	si:dkey-1j5.4	20	36404874	36418163	protein_coding	2
ENSDARG00000095200	si:ch211-197e7.1	4	52795454	52839051	protein_coding	2
ENSDARG00000070510	AL953907.2	3	3822151	3824002	protein_coding	1
ENSDARG00000097218	FAM96A	25	1206948	1209693	protein_coding	1
ENSDARG00000078904	brd4	3	53754194	53869362	protein_coding	2
ENSDARG00000019649	sept7b	25	13044092	13097849	protein_coding	1
ENSDARG00000095277	si:ch211-214p13.4	9	9507831	9510472	processed_transcript	3
ENSDARG00000086281	APOA4 (3 of 4)	19	11963278	11968322	protein_coding	1
ENSDARG00000019239	cul1a	2	50799421	50842315	protein_coding	3
ENSDARG00000095745	CU694951.2	17	50535319	50536612	protein_coding	1
ENSDARG00000079843	si:dkey-234i14.9	25	38271074	38294936	protein_coding	1
ENSDARG00000096423	si:dkey-37m8.13	22	39797258	39800820	protein_coding	1
ENSDARG00000076358	BX005329.1	22	5775230	5780203	protein_coding	1
ENSDARG00000005915	tcf3a	2	57776875	57853745	protein_coding	6
ENSDARG00000092877		22	19395174	19398520	protein_coding	2
ENSDARG00000096541	si:dkey-121b10.8	1	52632318	52633183	antisense	1
ENSDARG00000088299	CR388002.2	1	12883123	12899421	protein_coding	1
ENSDARG00000052873	si:dkey-217f16.3	3	3385666	3395253	processed_transcript	2
ENSDARG00000094250	si:dkey-179k24.7	4	47625399	47627515	unprocessed_pseudogene	1
ENSDARG00000097069	si:ch1073-456g16.1	3	57735288	57749791	protein_coding	1
ENSDARG00000090806	GEMIN6	11	46268722	46269111	protein_coding	1
ENSDARG00000089294	si:rp71-1l17.1	4	49306696	49311301	protein_coding	4
ENSDARG00000020926	creb3l3l	8	32223170	32232649	protein_coding	1
ENSDARG00000089685		3	1054498	1064726	protein_coding	1
ENSDARG00000075470	zgc:110238	4	58731175	58770687	protein_coding	2
ENSDARG00000045301	st8sia3	21	2105533	2124008	protein_coding	1
ENSDARG00000087575	BX569789.3	3	24946821	24950442	protein_coding	1
ENSDARG00000079533	TMEM87B (2 of 2)	13	48183179	48195884	protein_coding	1
ENSDARG00000052021	CU062431.1	3	31785485	31787466	protein_coding	1
ENSDARG00000073880	ftr41	3	50145768	50153827	protein_coding	1
ENSDARG00000097718		15	46607113	46607612	protein_coding	1
ENSDARG00000074865	FRMPD3	14	12170666	12220769	protein_coding	1
ENSDARG00000044202	strn4	15	12104017	12135070	protein_coding	1
ENSDARG00000062518	ulk1a	8	46361088	46400836	protein_coding	4
ENSDARG00000059272	KBTBD11	17	27193300	27194878	protein_coding	1
ENSDARG00000075544		5	3985485	3990678	protein_coding	1
ENSDARG00000087129	GABRA2 (3 of 4)	13	11874671	11880744	protein_coding	1
ENSDARG00000017128	MYOF	13	29462452	29512846	protein_coding	1
ENSDARG00000062524		1	59167890	59169435	protein_coding	1
ENSDARG00000070864	bcl6a	6	27924715	27933778	protein_coding	1
ENSDARG00000031894	lef1	1	50321544	50410570	protein_coding	2
ENSDARG00000060456	NMI	9	58119154	58123796	protein_coding	1
ENSDARG00000096621	si:ch211-1f22.4	1	57363654	57366504	protein_coding	1
ENSDARG00000074028	ZNFX1	6	57348406	57376171	protein_coding	2
ENSDARG00000093659	entpd5b	20	54698978	54719744	protein_coding	1
ENSDARG00000076281	CABZ01076216.1	9	52436447	52450391	protein_coding	1
ENSDARG00000056780	ssh1a	5	22040553	22073652	protein_coding	3
ENSDARG00000086204	gb:dt867253	3	47154476	47162605	protein_coding	2
ENSDARG00000030897	psmg3	3	43695433	43696649	protein_coding	1
ENSDARG00000075247	PLCL2	16	52371158	52506557	protein_coding	1
ENSDARG00000091021	CABZ01001466.1	Zv9_NA250	3	5858	protein_coding	1
ENSDARG00000079701	GANAB (3 of 3)	Zv9_scaffold3489	65006	100755	protein_coding	1
ENSDARG00000091098	zgc:173816	17	50588587	50593747	protein_coding	2
ENSDARG00000088751		9	31228036	31230873	protein_coding	1
ENSDARG00000012574	slkb	1	50112917	50155521	protein_coding	2
ENSDARG00000088391	NDST4	Zv9_NA186	3764	20122	protein_coding	1
ENSDARG00000074316	itga1	10	8821473	8934220	protein_coding	2
ENSDARG00000077230	ZBED1 (4 of 10)	14	13244310	13246619	protein_coding	1
ENSDARG00000074173	CABZ01086663.1	Zv9_NA995	75521	80778	protein_coding	1
ENSDARG00000091460	BX950862.7	7	5855542	5862492	protein_coding	1
ENSDARG00000067977	nitr7b	7	18532744	18536883	protein_coding	1
ENSDARG00000042465	MTHFS	7	11467668	11500304	protein_coding	1
ENSDARG00000062220	plekha7b	7	28185198	28357460	protein_coding	1
ENSDARG00000093203	ftr32	2	60071223	60073794	protein_coding	1
ENSDARG00000015653	tnip1	14	51641670	51687500	protein_coding	2
ENSDARG00000087046	si:ch211-222k6.2	22	10164486	10165894	protein_coding	1
ENSDARG00000095608	si:dkey-57k2.6	2	37184249	37186350	protein_coding	1
ENSDARG00000097190	si:dkey-27o4.2	3	39622243	39626880	antisense	1
ENSDARG00000089956	CABZ01019032.3	Zv9_NA196	589	1775	protein_coding	1
ENSDARG00000008153	serinc5	5	54768240	54817032	protein_coding	3
ENSDARG00000076948	CT027690.3	Zv9_scaffold3509	103899	106854	protein_coding	1
ENSDARG00000086910	CABZ01072950.1	14	51981054	51997702	protein_coding	1
ENSDARG00000074522	RFX7 (1 of 2)	Zv9_scaffold3556	51595	53691	protein_coding	1
ENSDARG00000038624	CU896602.1	24	39717819	39718254	protein_coding	1
ENSDARG00000087529	ANKLE1	19	49764192	49773495	protein_coding	1
ENSDARG00000093895	si:ch73-138e16.3	22	2455436	2465121	protein_coding	2
ENSDARG00000075268	CABZ01034923.1	6	56702053	56827173	protein_coding	1
ENSDARG00000095977	OTTDARG00000019147	10	25529467	25535073	protein_coding	1
ENSDARG00000094605		5	73011305	73095342	protein_coding	2
ENSDARG00000059773	SRCIN1 (2 of 2)	3	37227826	37471257	protein_coding	2
ENSDARG00000059329	WDR7	21	2926423	2968712	protein_coding	1
ENSDARG00000056794	npm3	13	11720160	11738796	protein_coding	1
ENSDARG00000037094	aldh2.2	5	72535519	72561524	protein_coding	2
ENSDARG00000073699		11	11396866	11422659	protein_coding	1
ENSDARG00000007034	hnrpkl	5	56981112	57002504	protein_coding	6
ENSDARG00000075807	CT867973.1	2	35872701	35876576	protein_coding	1
ENSDARG00000097170	pcdh1a3	10	21640810	21729976	protein_coding	4
ENSDARG00000093255	si:dkey-229d11.3	21	42069977	42072198	protein_coding	1
ENSDARG00000042261	cdan1	17	38614991	38640988	protein_coding	1
ENSDARG00000061275	plxna1	6	1232925	1269589	protein_coding	2
ENSDARG00000033993	SLC19A1	6	22335237	22357211	protein_coding	1
ENSDARG00000090833	igfbp6b	23	36648046	36651901	protein_coding	1
ENSDARG00000063604	coro2bb	25	1186158	1202493	protein_coding	1
ENSDARG00000079226	CABZ01073641.1	1	54106646	54121400	protein_coding	1
ENSDARG00000059557		3	60584239	60616252	protein_coding	1
ENSDARG00000040119	ccdc127a	16	46255663	46258430	protein_coding	1
ENSDARG00000095311	BX664614.1	6	31784203	31785965	pseudogene	1
ENSDARG00000094782	si:ch211-196h16.4	1	55373529	55400998	protein_coding	2
ENSDARG00000097528	si:dkey-7j14.5	16	45852469	45864325	protein_coding	3
ENSDARG00000076383	ARHGEF5	16	19677195	19699399	protein_coding	1
ENSDARG00000087870		17	6327141	6361663	protein_coding	2
ENSDARG00000035437	MYH13 (3 of 10)	22	282722	296981	protein_coding	1
ENSDARG00000088825	CIT (1 of 2)	8	4015429	4121991	protein_coding	1
ENSDARG00000093089	tac3a	23	28382381	28384311	protein_coding	1
ENSDARG00000007943	gabpb2a	19	8055248	8063048	protein_coding	1
ENSDARG00000063419	DHX35	23	2927690	2945990	protein_coding	2
ENSDARG00000087940	BX323820.1	4	18841912	18855790	protein_coding	1
ENSDARG00000075727	CR847510.1	14	48346547	48362906	protein_coding	1
ENSDARG00000061000	KLHDC8A	11	39199228	39221621	protein_coding	1
ENSDARG00000079615	RBBP6 (10 of 71)	11	12746577	12763702	protein_coding	1
ENSDARG00000041404	si:dkeyp-10d2.1	3	51274359	51345709	lincRNA	4
ENSDARG00000075623	prdm6	8	6092	13736	protein_coding	1
ENSDARG00000021720	col7a1	6	40115099	40242955	protein_coding	3
ENSDARG00000090556		4	56759764	56811399	protein_coding	2
ENSDARG00000043028	sema6a	8	241141	290445	protein_coding	1
ENSDARG00000076531	slco1f3	Zv9_NA995	97866	108086	protein_coding	1
ENSDARG00000088478	CEP170B (3 of 3)	Zv9_NA150	419	12649	protein_coding	1
ENSDARG00000087822		24	35552451	35679893	protein_coding	1
ENSDARG00000061372	cog7	24	38708164	38735511	protein_coding	1
ENSDARG00000094818	BX537137.2	5	54375406	54381906	protein_coding	1
ENSDARG00000045420	epdr1	2	31551907	31554777	protein_coding	1
ENSDARG00000052907	bcl7a	5	43411583	43418464	protein_coding	2
ENSDARG00000086871		3	4022819	4030427	protein_coding	1
ENSDARG00000036489	MAF1	7	41476368	41484742	protein_coding	2
ENSDARG00000091788	NPFFR1	12	49465176	49475020	protein_coding	1
ENSDARG00000079535	CU929403.1	Zv9_scaffold3499	7631	12282	protein_coding	1
ENSDARG00000018508	zdhhc8b	5	19701184	19827187	protein_coding	1
ENSDARG00000078650	KCNA4	7	33930890	33932383	protein_coding	1
ENSDARG00000057331	KCNK7	7	19219912	19226504	protein_coding	1
ENSDARG00000094669	si:dkey-27l20.2	9	14580679	14629014	processed_transcript	1
ENSDARG00000053648	or135-1	8	38639014	38640843	protein_coding	2
ENSDARG00000007092	xab2	3	53955062	53988569	protein_coding	1
ENSDARG00000088720	THAP9 (3 of 3)	Zv9_NA776	5532	7721	protein_coding	1
ENSDARG00000087644	PCMTD2 (2 of 2)	23	7831420	7839903	protein_coding	1
ENSDARG00000086513	CU138542.2	Zv9_scaffold3506	44853	117023	protein_coding	1
ENSDARG00000091367	prpf6	23	7111964	7119387	protein_coding	1
ENSDARG00000086777	CABZ01055170.1	Zv9_NA900	14971	22873	protein_coding	1
ENSDARG00000094314	si:dkey-234k7.2	5	57655920	57657919	processed_transcript	1
ENSDARG00000074416	OFCC1 (1 of 2)	Zv9_NA461	22627	70442	protein_coding	1
ENSDARG00000057619	GPR141 (1 of 2)	24	24288030	24288884	protein_coding	1
ENSDARG00000029377	SUGCT (1 of 2)	24	2840246	2840987	protein_coding	1
ENSDARG00000093799	setbp1	5	54857391	54951301	protein_coding	1
ENSDARG00000089108	BX571823.5	24	9783009	9784529	pseudogene	1
ENSDARG00000054539	LRP10	7	25320946	25329472	protein_coding	1
ENSDARG00000086800	ZBED1 (5 of 10)	Zv9_scaffold3503	754304	756500	protein_coding	1
ENSDARG00000022727	EPHA2 (2 of 2)	23	24634982	24682058	protein_coding	1
ENSDARG00000087217	USP15	Zv9_NA683	15449	28844	protein_coding	1
ENSDARG00000074797	CT027690.2	Zv9_scaffold3509	233339	236216	protein_coding	1
ENSDARG00000097600	si:ch211-66h3.4	3	45856739	45861027	protein_coding	1
ENSDARG00000079277	EGR4 (2 of 2)	1	42011513	42013926	protein_coding	1
ENSDARG00000063157	mapk8ip2	18	7719868	7777750	protein_coding	2
ENSDARG00000074317	FAM20C (1 of 2)	3	62557198	62622617	protein_coding	1
ENSDARG00000073859	kif13bb	20	50150433	50200864	protein_coding	1
ENSDARG00000014680	znf710a	18	25831823	25880477	protein_coding	1
ENSDARG00000086797	ubxn1	Zv9_scaffold3489	132634	143489	protein_coding	1
ENSDARG00000097480	si:dkey-263j23.1	15	38484656	38485983	protein_coding	2
ENSDARG00000069944	p2ry13	15	1131433	1139226	protein_coding	2
ENSDARG00000063873	si:ch211-174h4.1	19	38453442	38454128	protein_coding	1
ENSDARG00000074089	BX119910.2	10	21791150	21793528	protein_coding	1
ENSDARG00000071446	zgc:153659	24	41261031	41262616	protein_coding	1
ENSDARG00000088027	CABZ01067071.1	9	540602	544753	protein_coding	1
ENSDARG00000091739	GPC6 (3 of 3)	12	50004532	50075404	protein_coding	1
ENSDARG00000079622	FRMD5	7	31476001	31511273	protein_coding	1
ENSDARG00000087782	rnf152	2	28037861	28038454	protein_coding	1
ENSDARG00000089125	CABZ01064012.1	2	689562	790847	protein_coding	1
ENSDARG00000090994	CABZ01086639.4	Zv9_NA95	44953	46068	protein_coding	1
ENSDARG00000070344	or137-3	6	52826825	52827757	protein_coding	1
ENSDARG00000092167	si:ch211-272h9.5	7	5308930	5320049	protein_coding	1
ENSDARG00000089489	CR762484.3	11	41579896	41602788	protein_coding	1
ENSDARG00000034877	slc30a10	13	53636202	53640824	protein_coding	1
ENSDARG00000091536	wu:fj13e08	13	30876099	30877064	protein_coding	1
ENSDARG00000086015	BX537109.1	14	44347273	44355352	protein_coding	1
ENSDARG00000015344	klhl8	21	64250	117768	protein_coding	2
ENSDARG00000090389	ndufv3	9	20359834	20369167	protein_coding	1
ENSDARG00000033280	TPO	17	3569432	3609322	protein_coding	1
ENSDARG00000090225	CABZ01111454.1	16	57960880	57964167	protein_coding	1
ENSDARG00000012990	HOOK3	5	273454	282822	protein_coding	1
ENSDARG00000001807	tnfrsf21	20	35822606	35866178	protein_coding	1
ENSDARG00000001656	psmb10	19	7734315	7767121	protein_coding	2
ENSDARG00000090375	BX001033.2	7	31446923	31463503	protein_coding	1
ENSDARG00000021209	KCTD9 (2 of 2)	8	53863137	53877281	protein_coding	4
ENSDARG00000037713	pcnp	1	6497301	6501557	protein_coding	6
ENSDARG00000086753	C5H9orf16	5	1540583	1544529	protein_coding	1
ENSDARG00000001259	GAS2 (1 of 2)	25	36366303	36430814	protein_coding	1
ENSDARG00000058375	syce2	3	456026	461955	protein_coding	1
ENSDARG00000068589	CABZ01079764.1	21	481210	485138	protein_coding	1
ENSDARG00000094076	CR450840.2	Zv9_scaffold3503	152032	158906	protein_coding	1
ENSDARG00000014615	ZFC3H1	25	38491810	38495066	protein_coding	1
ENSDARG00000087221	CR391997.1	Zv9_scaffold3538	123579	129528	protein_coding	1
ENSDARG00000076361	CABZ01039859.1	25	5643727	5665767	protein_coding	1
ENSDARG00000016835	tcirg1	1	45327686	45356641	protein_coding	2
ENSDARG00000089504	CABZ01117605.1	Zv9_NA947	195840	196307	protein_coding	1
ENSDARG00000095884	si:ch211-57m13.9	10	6394342	6399469	protein_coding	1
